record_id,origin,molecule_id,inchi,name,H_kJ_mol,T_K,H_J_mol,method,source_doi,reference_codes_json,source_locator,reported_deviation,uncertainty_kind,uncertainty_confidence_percent,uncertainty_coverage_factor,experimental_temperature_range,temperature_status,thermodynamic_state,raw_row_verified,archive_XML_verified,full_primary_methods_verified,calorimetry_candidate,has_pressure_join,inside_pressure_temperature_envelope,decision,decision_reasons,independent_of_pressure_verified,training_allowed,corrected_298_field_excluded,duplicate_family,linked_record_ids_json,split,component_id,review_wave,review_date,original_H_kJ_mol,original_T_K,original_reported_deviation,original_decision,review_reference_code,primary_source_url,source_review_status,reference_code,primary_compound_name,primary_H,primary_deviation,primary_unit,unit_multiplier_to_kJ,primary_temperature_C,primary_temperature_K,primary_page,primary_table,calorimeter,structure_smiles_from_primary_name,systematic_error_bound_kJ_mol,quality_flags,table_image_visually_checked,primary_document_sha256,random_standard_error_kJ_mol,standard_error_multiplier,primary_numeric_table_verified,primary_identity_verified,measurement_or_reference_temperature,temperature_correction_applied,ideal_gas_state_conversion_applied,ancillary_apparatus_pressure_used,pressure_curve_used_to_derive_label,benchmark_pressure_used_for_label,minimum_replicates_in_reported_mean,measurement_lineage_id,reviewed_by
rdr250199#csvline2939,compendium,mol_7a5b68b203cc6270,"InChI=1S/C4H9I/c1-4(2)3-5/h4H,3H2,1-2H3",1-iodo-2-methylpropane,38.83,298.15,38830.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Isobutyl, X=I",0.02,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,38.8,298,0.1,quarantine_compendium_provenance,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Isobutyl, X=I",38.83,0.02,kJ/mol,1,25.00,298.15,2440,1,C_improved,CC(C)CI,0.08,,True,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,0.01,2,True,True,measurement,False,False,True,False,False,5,cal_081d6e988370b46d42c2,OpenAI Codex; no independent human sign-off
rdr250199#csvline3074,compendium,mol_670136e04246f1d5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",1-butanol,52.300000,298.15,52300.000000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 1-Butanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,52.3,298,0.1,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,1-Butanol,12.50,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CCCCO,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_a6143ab8ad245dfcec7e,OpenAI Codex; no independent human sign-off
rdr250199#csvline3140,compendium,mol_8b6a2383c538f690,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",2-methyl-1-propanol,50.835600,298.15,50835.600000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 2-Methyl-1-propanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,50.8,298,0.1,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,2-Methyl-1-propanol,12.15,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CC(C)CO,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_aed2b505e90a9687e594,OpenAI Codex; no independent human sign-off
rdr250199#csvline3167,compendium,mol_c30b4ae49b848357,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",2-methyl-2-propanol,46.609760,298.15,46609.760000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; 2-Methyl-2-propanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,46.6,298,0.1,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,2-Methyl-2-propanol,11.14,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CC(C)(C)O,,Near melting region; source reports liquid vaporization; stable versus metastable liquid not independently established. Do not relabel as sublimation.,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_8a9dce82e78e4b971e9b,OpenAI Codex; no independent human sign-off
rdr250199#csvline3353,compendium,mol_969f34406f44f7e7,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",butylamine,35.71,298.15,35710.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.23-2061,"[""1969WAD""]",DOI 10.3891/acta.chem.scand.23-2061; p.2062; Table 1; Butylamine,0.06,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,35.7,298,0.1,quarantine_compendium_provenance,1969WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_23_p2061-2064.pdf,full_primary_review,1969WAD,Butylamine,35.71,0.06,kJ/mol,1,25.00,298.15,2062,1,C_improved,CCCCN,,,True,f364f01785ef29c0170aa0eca30dda4c71f4c54e0a706535fc522154d7a0687a,0.03,2,True,True,measurement,False,False,True,False,False,5,cal_19cf6177de14bbfb0fb8,OpenAI Codex; no independent human sign-off
rdr250199#csvline3852,compendium,mol_5dbb586fa38c6136,"InChI=1S/C5H9N/c1-2-3-4-5-6/h2-4H2,1H3",valeronitrile,43.60,298.15,43600.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.24-0145,"[""1970HOW/WAD""]","DOI 10.3891/acta.chem.scand.24-0145; p.146; Table 1; RCN, R=CH3(CH2)3",0.10,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,43.6,298,0.1,quarantine_compendium_provenance,1970HOW/WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_24_p0145-0149.pdf,full_primary_review,1970HOW/WAD,"RCN, R=CH3(CH2)3",43.60,0.10,kJ/mol,1,25.00,298.15,146,1,C_improved,CCCCC#N,,,True,ec4a11c72a8feb401967f6babd8417132dd7e7c4f26dfe86db70399611bfcfe7,0.05,2,True,True,measurement,False,False,True,False,False,5,cal_182193b96983dac86742,OpenAI Codex; no independent human sign-off
rdr250199#csvline3985,compendium,mol_5fa3d4f920d98423,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2",cyclopentanol,57.488160,298.15,57488.160000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; Cyclopentanol,0.292880,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,57.5,298,0.3,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Cyclopentanol,13.74,0.07,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,A,OC1CCCC1,,Water content not measured; source reports GC purity above 99.9%.,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_27da7d9159533c8f3827,OpenAI Codex; no independent human sign-off
rdr250199#csvline408,compendium,mol_6dc54388549b234e,"InChI=1S/CH4O/c1-2/h2H,1H3",methanol,37.279440,298.15,37279.440000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.545; Table 1; Methanol,0.083680,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,37.3,298,0.1,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Methanol,8.91,0.02,kcal/mol_defined_calorie,4.1840,25.00,298.15,545,1,C,CO,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_1a63c2330a5120c2ca80,OpenAI Codex; no independent human sign-off
rdr250199#csvline4088,compendium,mol_a3ec1070c8366fe2,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",isopropyl acetate,37.195760,298.15,37195.760000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Isopropyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,37.2,298,0.2,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Isopropyl acetate,8.89,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CC(C)OC(=O)C,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_a281c3826e399f16533b,OpenAI Codex; no independent human sign-off
rdr250199#csvline4130,compendium,mol_502267b1d358ae7d,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",propyl acetate,39.078560,298.15,39078.560000,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.20-0544,"[""1966WAD""]",DOI 10.3891/acta.chem.scand.20-0544; p.547; Table 3; Propyl acetate,0.209200,estimated_total_including_systematics_coverage_unspecified,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,True,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,39.1,298,0.2,quarantine_compendium_provenance,1966WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_20_p0544-0552.pdf,full_primary_review,1966WAD,Propyl acetate,9.34,0.05,kcal/mol_defined_calorie,4.1840,25.00,298.15,547,3,A,CCCOC(=O)C,,,True,ff83a8bdaad3652c26c4b681614e9713a87e7cf6874b14cd223be1e1ef58eb2c,,,True,True,measurement,False,False,True,False,False,5,cal_1785d5381863d0304138,OpenAI Codex; no independent human sign-off
rdr250199#csvline4212,compendium,mol_528932d2a9841ae7,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",1-chloropentane,38.24,298.15,38240.00,electrical_compensation_vaporization_calorimetry,10.3891/acta.chem.scand.22-2438,"[""1968WAD""]","DOI 10.3891/acta.chem.scand.22-2438; p.2440; Table 1; Pentyl, X=Cl",0.02,twice_standard_error_of_mean_random_only,,,,direct_measurement_temperature_restored_from_primary_source,liquid_to_real_vapor_at_saturation,True,False,True,True,True,False,approve_primary_calorimetry,primary_table_methods_identity_state_uncertainty_and_lineage_verified,True,True,True,,[],train,grp_5dea7427c65d07c7,priority_14,2026-09-17,38.2,298,0.1,quarantine_compendium_provenance,1968WAD,https://actachemscand.ki.ku.dk/pdf/acta_vol_22_p2438-2444.pdf,full_primary_review,1968WAD,"Pentyl, X=Cl",38.24,0.02,kJ/mol,1,25.00,298.15,2440,1,C_improved,CCCCCCl,0.08,,True,a3bf97f0ff50f22cb2939406f90a0bf6964e3af2a7fff3ae69bbeb537e73abb6,0.01,2,True,True,measurement,False,False,True,False,False,5,cal_5d3fca784e173eb77c46,OpenAI Codex; no independent human sign-off
