episode_id,pressure_ceiling_Pa,molecule_id,component_id,split,record_id,episode_role,episode_temperature_level_id,temperature_level_representative_K
ep_01a69de7ec0321a8,10000,mol_916b454c615e7792,grp_fd910654208f838e,validation,10.1016/j.jct.2014.06.002#d5#p1#r2,cold_target,ep_01a69de7ec0321a8#T0001,385.5
ep_01a69de7ec0321a8,10000,mol_916b454c615e7792,grp_fd910654208f838e,validation,10.1016/j.jct.2014.06.002#d5#p1#r3,cold_target,ep_01a69de7ec0321a8#T0002,387.3
ep_01a69de7ec0321a8,10000,mol_916b454c615e7792,grp_fd910654208f838e,validation,10.1016/j.jct.2014.06.002#d5#p1#r4,cold_target,ep_01a69de7ec0321a8#T0003,390.3
ep_01a69de7ec0321a8,10000,mol_916b454c615e7792,grp_fd910654208f838e,validation,10.1016/j.jct.2014.06.002#d5#p1#r5,cold_target,ep_01a69de7ec0321a8#T0004,393.3
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r27,anchor,ep_01bb031e83890784#T0021,302.2
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r29,anchor,ep_01bb031e83890784#T0022,305.2
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r31,anchor,ep_01bb031e83890784#T0024,311.2
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r1,cold_target,ep_01bb031e83890784#T0000,274.9
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r10,cold_target,ep_01bb031e83890784#T0008,285.5
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r2,cold_target,ep_01bb031e83890784#T0001,275.2
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r3,cold_target,ep_01bb031e83890784#T0002,278.2
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r4,cold_target,ep_01bb031e83890784#T0003,279.4
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r5,cold_target,ep_01bb031e83890784#T0004,281.2
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r6,cold_target,ep_01bb031e83890784#T0005,282.6
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r7,cold_target,ep_01bb031e83890784#T0006,284.25
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r8,cold_target,ep_01bb031e83890784#T0006,284.25
ep_01bb031e83890784,10000,mol_2c8fece1c354948f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2008.02.001#d2#p1#r9,cold_target,ep_01bb031e83890784#T0007,284.5
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r22,anchor,ep_01c454e474229ce2#T0009,328.04
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r24,anchor,ep_01c454e474229ce2#T0010,333.015
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r28,anchor,ep_01c454e474229ce2#T0012,340.47
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r10,cold_target,ep_01c454e474229ce2#T0002,293.125
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r11,cold_target,ep_01c454e474229ce2#T0003,298.15
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r12,cold_target,ep_01c454e474229ce2#T0003,298.15
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r5,cold_target,ep_01c454e474229ce2#T0000,283.155
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r6,cold_target,ep_01c454e474229ce2#T0000,283.155
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r7,cold_target,ep_01c454e474229ce2#T0001,288.135
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r8,cold_target,ep_01c454e474229ce2#T0001,288.135
ep_01c454e474229ce2,10000,mol_f51711463f7a60d1,grp_eacde2a75ccb5ff9,train,10.1021/je060472e#d4#p1#r9,cold_target,ep_01c454e474229ce2#T0002,293.125
ep_01ea45c81810d93b,20000,mol_327f3d3474e55905,grp_5dea7427c65d07c7,train,10.1021/je049627d#d1#p1#r6,anchor,ep_01ea45c81810d93b#T0005,343.15
ep_01ea45c81810d93b,20000,mol_327f3d3474e55905,grp_5dea7427c65d07c7,train,10.1021/je049627d#d1#p1#r7,anchor,ep_01ea45c81810d93b#T0006,348.15
ep_01ea45c81810d93b,20000,mol_327f3d3474e55905,grp_5dea7427c65d07c7,train,10.1021/je049627d#d1#p1#r8,anchor,ep_01ea45c81810d93b#T0007,353.15
ep_01ea45c81810d93b,20000,mol_327f3d3474e55905,grp_5dea7427c65d07c7,train,10.1021/je049627d#d1#p1#r1,cold_target,ep_01ea45c81810d93b#T0000,308.15
ep_01ea45c81810d93b,20000,mol_327f3d3474e55905,grp_5dea7427c65d07c7,train,10.1021/je049627d#d1#p1#r2,cold_target,ep_01ea45c81810d93b#T0001,313.15
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r11,anchor,ep_01efcba5499beba3#T0009,305.2
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r12,anchor,ep_01efcba5499beba3#T0010,308.2
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r16,anchor,ep_01efcba5499beba3#T0011,313.1
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r1,cold_target,ep_01efcba5499beba3#T0000,281.2
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r2,cold_target,ep_01efcba5499beba3#T0001,284.2
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r3,cold_target,ep_01efcba5499beba3#T0002,285.2
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r4,cold_target,ep_01efcba5499beba3#T0003,287.2
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r5,cold_target,ep_01efcba5499beba3#T0003,287.2
ep_01efcba5499beba3,20000,mol_3cb1734042df550a,grp_5dea7427c65d07c7,train,10.1021/je500784s#d3#p1#r6,cold_target,ep_01efcba5499beba3#T0004,290.2
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r13,anchor,ep_021e12f5e7f8dfc1#T0009,308.2
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r14,anchor,ep_021e12f5e7f8dfc1#T0010,311
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r16,anchor,ep_021e12f5e7f8dfc1#T0012,316.4
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r1,cold_target,ep_021e12f5e7f8dfc1#T0000,276.1
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r2,cold_target,ep_021e12f5e7f8dfc1#T0001,277.6
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r3,cold_target,ep_021e12f5e7f8dfc1#T0002,278.6
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r4,cold_target,ep_021e12f5e7f8dfc1#T0003,280.4
ep_021e12f5e7f8dfc1,5000,mol_5810135448f6321f,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d3#p1#r5,cold_target,ep_021e12f5e7f8dfc1#T0004,283.3
ep_0243d821ff93faf4,5000,mol_d6ae19349f751551,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d2#p1#r10,anchor,ep_0243d821ff93faf4#T0006,303.25
ep_0243d821ff93faf4,5000,mol_d6ae19349f751551,grp_5dea7427c65d07c7,train,10.1016/j.fluid.2012.08.003#d2#p1#r11,anchor,ep_0243d821ff93faf4#T0007,308.3
